요리명,재료(계량 포함),재료,레시피,관련 질환,질환별 추천 식재료
고울슬로샐러드,"양배추 30g, 양파 10g, 마요네즈 10g, 적파프리카 3g, 청피망 3g, 설탕 1g, 식초 0.5g","양배추, 설탕, 식초, 양파, 적파프리카, 청피망, 마요네즈","1. 양배추와 양파, 파프리카, 청피망을 깨끗이 씻는다.2. 양배추와 양파를 잘게 썬다.3. 파프리카와 청피망은 씨를 제거하고 잘게 썬다.4. 분량의 마요네즈에 식초, 설탕을 넣어 소스를 만든다.5. 볼에 썰어둔 야채를 담는다.6. 4의 소스를 야채에 버무린다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
마들깨미역국,"건미역 4g, 마 40g, 깐들깨가루 17g, 건다시마 1g, 참기름 2.5g, 마늘 2.5g, 물 300ml","마, 참기름, 물, 건다시마, 깐들깨가루, 마늘, 건미역",1. 다시 육수를 만들어 준다.2. 건미역은 불려 잘게 썰어준다.3. 마는 껍질을 제거한 후 깍둑 썰기하여 준비한다.4. 참기름을 두르고 미역과 마늘을 볶다가 육수를 부어 끓인다.5. 끓어오른 미역국에 마를 넣어 익혀준다.6. 들깨가루를 넣어 한소끔 끓여낸다.,당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
바지락맑은국,"바지락 18.5g, 무 20.4g, 깐실파 2.8g, 홍고추 0.25g, 깐마늘 0.6g, 국멸치 1.4g, 건다시마 0.7g, 건표고 0.28g, 국간장 0.4g, 물 300ml","바지락, 건표고, 물, 깐실파, 건다시마, 국간장, 국멸치, 깐마늘, 무, 홍고추","1. 바지락은 이물질이 없도록 씻어 소금물에 해감한다.2. 무는 나박썰기, 고추는 얇게 어슷썰기, 마늘은 다지고, 실파는 1cm로 썬다.3. 냄비에 국멸치, 건표고, 다시마를 넣어 끓인다.4. 육수가 우러나면 국멸치, 건표고, 다시마를 건져낸다.5. 육수에 무를 넣고 끓이다가 바지락, 고추, 실파, 다진마늘을 넣어 끓인다.6. 간장, 소금으로 간을 맞춰 완성한다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
통배추 겉절이,"통배추 60g, 골파 3g, 통깨 2g, 참기름 1g, 소금 0.5g, (양념) 고춧가루 3g, 생강 1g, 마늘 3g, 홍시 5g, 젓갈 1g","통배추, 홍시, 참기름, 통깨, 소금, 골파, 젓갈, 생강, 고춧가루, 마늘","1. 배추는 연한 잎으로 골라 한 장씩 떼어 길게 갈라 놓는다.2. 소금을 뿌린 후 절인다.3. 골파, 마늘, 생강, 홍시는 깨끗이 다듬어 씻는다.4. 고춧가루에 홍시를 으깨서 나머지 양념을 섞는다.5. 물기를 제거한 배추에 고춧가루 양념을 넣고 무친다.6. 골파, 깨, 참기름을 넣고 무친다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
포니언 스프,"감자(180g), 양파(70g), 우유(50㎖), 시판 크루통(10g), 파슬리가루(약간), 버터(15g), 소금(0.5g), 후춧가루(0.5g)","후춧가루, 감자, 소금, 파슬리가루, 버터, 양파, 우유, 시판 크루통","1. 감자는 슬라이스하고, 양파는 채 썬다.2. 끓는 물(5컵)에 감자를 넣어 7분간 삶아 건진다.3. 중간 불로 달군 팬에 버터(15g)를 두른 뒤 양파를 넣어 3~5분간 볶아 꺼낸다.4. 믹서에 삶은 감자와 양파, 우유(50㎖)를 넣어 곱게 간다.5. 냄비에 믹서에 간 재료들을 넣어 약한 불로 3분간 끓여 농도를 맞춘다.6. 소금(0.5g)과 후춧가루(0.5g)로 간을 맞춘 뒤 시판 크루통과 파슬리가루를 올린다.",뇌졸중,두부 된장 청국장 호두 잣 정어리 다시마 미역 꽁치 동태 생선 조개류 쌀 보리 감자 고구마 메밀 효소 소맥배아  채소 뱀장어 정어리 강낭콩 콩 토마토 당근 귤 오렌지 레몬 김 현미 깨 멸치 두유 우유
가지 탕수육,"돼지고기(70g), 두부(50g), 아삭이고추(30g), 가지(60g), 식용유(100ml), 소금(0.3g), 후춧가루(0.2g), 간장(20g), 올리고당(30g), 식초(10g), 전분(10g), 튀김가루(50g)","올리고당, 후춧가루, 전분, 아삭이고추, 돼지고기, 두부, 가지, 소금, 식초, 간장, 튀김가루, 식용유","1. 돼지고기, 두부, 아삭이고추는 잘게 다지고, 가지는 어슷하게 4등분해 가운데 칼집을 넣는다.2. 다진 돼지고기는 밑간한 뒤 다진 두부, 고추를 넣어 섞는다.3. 칼집을 넣은 가지에 밑간한 돼지고기를 채운 뒤 튀김가루를 묻힌다.4. 튀김가루를 묻힌 가지는 180℃로 예열한 식용유(100㎖)에 7~8분간 두 번 튀긴다.5. 냄비에 가지소스 재료와 물(100㎖)을 넣어 4분간 끓인다.6. 그릇에 튀긴 가지를 얹고 가지소스를 뿌린다.",빈혈,육류 돼지고기 쇠고기 양고기 말고기 염소고기 간 계란 노른자 아몬드 잣 호두 호박씨 해바라기씨 땅콩 참깨 굴 미역 꽁치 동태 생선 키위 시금치 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 콩 강낭콩 순무 아스파라거스  고기 꽁치 동태 생선 달걀 콩 두부 두유 치즈 간 굴 정어리 분유 계란 달걀 계란 노른자 귤 과일 채소
토마토채소스프와 연어소바찜,"토마토(356g), 무(6g), 당근(6g), 마늘(5g), 양파(6g), 연어(100g), 메밀면(70g), 월계수잎(2g), 소금(1g)","월계수잎, 메밀면, 연어, 소금, 당근, 토마토, 양파, 마늘, 무","1. 토마토(100g)와 무, 당근, 마늘, 양파는 작게 썰고, 연어는 길게 2장으로 포를 뜬다.2. 믹서에 토마토(250g)를 넣어 간 뒤 체에 걸러 월계수잎과 함께 3분간 졸인다.3. 졸인 토마토에 작게 썬 토마토와 무, 당근, 마늘, 양파, 소금을 넣어 1분간 볶다가 물(250㎖)을 넣고 5분간 끓인다.4. 끓는 물(800㎖)에 메밀면을 넣어 4분간 삶아 찬물에 헹군 뒤 포 뜬 연어에 돌돌만다.5. 면포 깐 찜기에 김이 오르면 메밀면을 감싼 연어를 넣어 3분간 찐다.6. 그릇에 토마토채소스프와 연어소바찜을 담아 마무리한다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
참나물무말이 물김치,"참나물(30g), 무(20g), 레몬(1개), 설탕(10g), 사과식초(20g), 물(20㎖), 사과식초(15g), 마늘(2쪽), 홍고추(1개), 사과(½개)","설탕, 레몬, 물, 사과, 참나물, 사과식초, 마늘, 무, 홍고추","1. 끓는 물(500㎖)에 참나물 줄기를 1분간 데쳐 건진 뒤 찬물에 헹군다.2. 무는 둥근 모양을 살려 얇게 썰고, 참나물 잎은 얇게 채 썰고, 레몬은 강판에 갈아 제스트를 만든다.3. 냄비에 절임물 재료와 물(40㎖)을 넣어 2분간 끓인 뒤 손질한 무를 넣어 30분간 절인다.4. 믹서에 김칫국물 재료를 넣어 간 뒤 고운체에 거른다.5. 절인 무에 채 썬 참나물 잎을 올려 돌돌 말고 데친 참나물 줄기로 묶는다.6. 그릇에 무말이와 김칫국물을 담은 뒤 레몬 제스트를 뿌린다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
소고기 무국,"소고기 14g, 무 15g, 파 3g, 느타리버섯 5g, 숙주 5g, 저염간장 10g, 물 150g","숙주, 파, 물, 저염간장, 소고기, 느타리버섯, 무",1. 소고기를 먹기 좋은 크기로 썬다.2. 무를 한입 크기로 썬다.3. 냄비에 참기름을 두르고 고기의 핏기가 없어질 때 까지 볶는다.4. 고기가 익으면 무를 넣고 투명해질 때 까지 볶는다.5. 중불에서 물을 붓고 끓으면 느타리버섯을 넣는다.6. 숙주나물과 파를 넣고 한소끔 끓이고 저염간장과 고춧가루를 넣는다.,당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
매운 락교무침,"락교 30g, 쪽파 2g, 고춧가루 0.3g, 마늘 0.1g, 설탕 0.3g, 참기름 0.1g, 참깨 0.1g","쪽파, 설탕, 참기름, 참깨, 고춧가루, 락교, 마늘","1. 락교를 물에 헹군다.2. 락교의 물기를 제거한다.3. 쪽파를 깨끗이 세척한다.4. 쪽파를 송송 썬다.5. 마늘을 곱게 다진다.6. 락교, 쪽파, 다진마늘, 양념재료를 한데 넣고 버무린다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
채소초밥,"쌀 40g, 현미 30g, 현미찹쌀 5g, 애호박 20g, 새송이버섯 20g, 우엉 20g, 적파프리카 15g, 황파프리카 15g, 주황파프리카 15g, 식초 2.5g, 설탕 2g, 파래김 1g, 미향 1g, 레몬 0.3g, 건다시마 0.1g","현미, 설탕, 현미찹쌀, 쌀, 레몬, 주황파프리카, 파래김, 애호박, 황파프리카, 우엉, 식초, 건다시마, 적파프리카, 미향, 새송이버섯","1. 쌀, 현미, 현미찹쌀은 물에 불린 뒤 고슬고슬하게 밥을 짓는다.2. 분량의 식초, 설탕, 다시마, 레몬, 미향을 넣고 초밥용 배합초를 만들어 밥과 섞는다.3. 우엉은 0.5cm 두께로 슬라이스 한 뒤 끓는 물에 데쳐 팬에 굽는다.4. 애호박, 파프리카는 초밥 크기로 썰어 소금물에 절인 뒤 팬에 굽는다.5. 밥을 초밥모양으로 길쭉하게 만든 뒤 파프리카, 우엉, 버섯, 애호박을 올려 초밥을 만든다.6. 길게 썬 파래김으로 채소가 고정되도록 밥을 감싼다.",뇌졸중,두부 된장 청국장 호두 잣 정어리 다시마 미역 꽁치 동태 생선 조개류 쌀 보리 감자 고구마 메밀 효소 소맥배아  채소 뱀장어 정어리 강낭콩 콩 토마토 당근 귤 오렌지 레몬 김 현미 깨 멸치 두유 우유
꽃게바지락찌개,"꽃게 8.2g, 바지락 4g, 조선무 11.3g, 깐양파 5g, 애호박 9.2g, 두절콩나물 5.3g, 국멸치 1.3g, 건다시마 0.3g, 깐대파 2g, 국간장 1.4g, 고춧가루 0.6g, 된장 0.5g, 고추장 0.6g, 물 300ml","깐대파, 바지락, 물, 조선무, 꽃게, 애호박, 건다시마, 된장, 두절콩나물, 국멸치, 국간장, 깐양파, 고춧가루, 고추장","1. 국멸치, 건다시마로 육수를 낸다.2. 꽃게는 먹기 좋은 크기로 손질하고, 바지락은 해감하여 준비한다.3. 무는 나박썰기, 양파는 사각썰기, 애호박은 반달썰기, 파는 어슷썰기 한다.4. 콩나물은 거두절미 한다.5. 육수에 무, 꽃게, 바지락을 넣고 한소끔 끓인다.6. 콩나물, 양파, 애호박 대파를 넣고 끓이다 간을 맞춰 마무리한다.",뇌졸중,두부 된장 청국장 호두 잣 정어리 다시마 미역 꽁치 동태 생선 조개류 쌀 보리 감자 고구마 메밀 효소 소맥배아  채소 뱀장어 정어리 강낭콩 콩 토마토 당근 귤 오렌지 레몬 김 현미 깨 멸치 두유 우유
새뱅이찌개,"물 300ml, 다시마 2g, 양파 15g, 새뱅이 30g, 밀가루 20g, 호박 10g, 무 10g, 청양고추 5g, 파10g, 마늘 5g, 쑥갓 5g, 고춧가루 3g, 고추장 3g, 소금 2g, 간장 1g","다시마, 새뱅이, 물, 밀가루, 호박, 쑥갓, 소금, 고추장, 파10g, 간장, 양파, 고춧가루, 마늘, 청양고추, 무","1. 다시마, 양파와 물을 넣고 육수를 만든다.2. 새뱅이는 불순문을 제거하여 세척하고, 밀가루에 물을 넣어 손수제비 반죽을 한다.3. 무와 호박은 나박썰기, 고추와 파는 어슷썰기, 마늘은 다진다.4. 들기름 두른 냄비에 무, 고추장, 고춧가루를 볶다가 육수를 부워 끓인다.5. 새뱅이와 호박, 고추 마늘을 넣어 끓인다.6. 손수제비와 파를 넣고 간을 맞추고 마지막에 쑥갓을 올린다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
황태미역국,"황태머리 5g, 다시마 1g, 표고버섯 1g, 대파 1g, 황태 5g, 건미역 2.5g, 다진마늘 1g, 저염국간장 3g, 참기름 1g, 물 300ml","황태머리, 황태, 다진마늘, 참기름, 물, 다시마, 표고버섯, 저염국간장, 대파, 건미역","1. 물, 황태머리, 다시마, 표고버섯, 대파를 넣고 육수를 끓인다.2. 끓인 육수를 체에 거른다.3. 건미역과 황태를 물에 불린 후, 먹기 좋은 크기로 썬다.4. 냄비에 참기름을 두르고 미역과 황태를 넣어 볶는다.5. ④에 만들어 놓은 육수를 넣고 끓인다.6. 다진마늘과 저염국간장으로 간을 하여 완성한다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
매실입은가지닭볶음탕,"닭고기 100g, 가지 30g, 매실엑기스 5g, 파 5g,, 마늘2g, 대두유 3g, 간장 3g, 식초 2g, 미림 2g, 올리고당 2g, 참기름 1g",", 파, 올리고당, 참기름, 대두유, 마늘2g, 식초, 가지, 미림, 간장, 닭고기, 매실엑기스","1. 닭과 가지는 먹기 좋은 사이즈로 토막 낸다.2. 다진파, 다진 마늘, 맛술, 참기름, 올리고당에 닭을 재운다.3. 매실엑기스, 간장, 식초, 다진마늘, 미림, 물을 섞어 소스를 만든다.4. 가지와 닭은 오븐에 구워준다.5. 구워진 닭과 가지를 매실소스에 버무린다.6. 팬에 소스 묻은 닭과 가지를 볶아 낸다.",당뇨병,다시마 미역 김 해파리 채소 쑥 토마토 고추 오이 가지 마늘 양파 도라지 무 당근 우엉 상추 양배추 시금치 브로콜리 부추 버섯 표고버섯 송이버섯 느타리버섯 팽이버섯 목이버섯 복숭아 포도 사과 배 감 귤 매실 잣 호두 아몬드 호박씨 해바라기씨 땅콩 참깨 찹쌀 현미 흑미 콩 수수 보리쌀 우뭇가사리 강낭콩 
홍시잼 식빵,"(반죽재료) 강력분 500g, 인스턴트 이스트 5g, 소금 7g, 달걀 50g(1개), 우유 250g, 포도씨유 50g 
(속재료) 홍시 1000g,  레몬즙 3g","포도씨유, 달걀, 소금, 강력분, 우유, 인스턴트이스트, 홍시, 레몬즙","1. (속재료) 홍시는 껍질을 제거하고 체에 거른 다음 냄비에 레몬즙을 넣고 졸여서 잼을 만든다.2. 강력분, 소금, 인스던트 이스트를 먼저 섞다가 달걀, 포도씨유, 미지근하게 데운 우유를 넣어 가며 반죽한다.
★ 액체 온도가 60℃가 넘어가면 이스트가 죽을 수 있어 조심해 주세요.3. 완성된 반죽을 1~2시간동안 실온에서 1차 발효 시킨 후, 세 덩어리로 나누어 15분 정도 2차 발효한다.4. 반죽을 60g씩 8개의 덩어리로 만들어 밀대를 사용하여 피자도우처럼 얇게 편다.5. 얇게 핀 반죽 위에 홍시 잼을 바르고 그 위에 핀 반죽을 올리는 걸 반복한 후 맨 위에 홍시 잼을 바르지 않은 반죽을 올리고 소량의 포도씨유를 바른 큐브식빵 틀에 담는다.6. ""180도로 예열한 오븐에 식빵 틀을 넣고 40분정도 굽는다.
★ 윗 면의 색이 많이 나면 종이 호일을 덮고 속까지 익혀요.""",뇌졸중,두부 된장 청국장 호두 잣 정어리 다시마 미역 꽁치 동태 생선 조개류 쌀 보리 감자 고구마 메밀 효소 소맥배아  채소 뱀장어 정어리 강낭콩 콩 토마토 당근 귤 오렌지 레몬 김 현미 깨 멸치 두유 우유
