,userID,age,sex,관심등록기관,관심등록질환,건강기능식품하트기록,레시피북마크기록
312,312,32,M,기억력 ,아토피성 피부염,"[13582, 12324, 4354, 20553, 24085, 23028, 29623, 27702, 11327, 6618, 9350, 15859, 13648, 23032, 9393, 28248, 14197, 10375, 21416, 7292, 13482, 4066, 21064, 17282, 1822, 823, 27063, 9676, 29968, 24513, 4262, 27024, 14409, 11941, 8335, 7897, 17285, 19002, 11015, 8498, 26532, 26124, 18139, 19136, 28043, 22062, 28866, 19862, 15286, 21638]","[1174, 925, 1154, 988, 1060, 845, 790, 987, 103, 108, 270, 528, 397, 599, 911, 908, 1117, 564, 1136, 591, 399, 1198, 1208, 68, 976, 692, 101, 708, 422, 931, 861, 369, 202, 1198, 1094, 244, 382, 147, 407, 251, 680, 830, 889, 485, 935, 528, 528, 201, 938, 242]"
313,313,48,F,어린이키성장,심근경색증,"[19069, 4239, 18553, 23279, 10652, 26646, 11821, 849, 14457, 27415, 25758, 20125, 6373, 3087, 221, 10402, 17273, 4879, 6240, 3254, 20478, 15843, 19948, 11278, 28748, 18844, 244, 25055, 12699, 3309, 28641, 8587, 22699, 27443, 20984, 30150, 10852, 28499, 5131, 2419, 14675, 16917, 19876, 23115, 20053, 18989, 29053, 231, 5746, 28580]","[307, 462, 1014, 880, 832, 239, 496, 369, 551, 89, 77, 544, 640, 174, 82, 638, 980, 478, 655, 856, 679, 113, 363, 90, 763, 185, 1155, 706, 418, 1156, 242, 993, 1193, 417, 91, 638, 1043, 884, 2, 539, 994, 498, 762, 1139, 351, 1008, 1092, 863, 868, 277]"
314,314,30,F,근력 ,천식,"[2675, 27602, 17469, 16599, 28551, 12545, 30510, 13431, 2936, 24067, 16959, 30563, 27836, 7976, 15209, 2667, 6654, 3540, 29592, 24365, 257, 13534, 7690, 13178, 14933, 28403, 6390, 1931, 26433, 13316, 2039, 12776, 8213, 2284, 15616, 23275, 1835, 6067, 10508, 19519, 26266, 17955, 28903, 12768, 2262, 27722, 15193, 26182, 9828, 28040]","[775, 833, 626, 715, 823, 188, 779, 152, 744, 436, 1106, 856, 498, 1174, 319, 959, 171, 574, 451, 759, 87, 542, 1147, 38, 732, 1023, 661, 54, 16, 823, 725, 901, 989, 363, 396, 774, 433, 107, 535, 1035, 981, 587, 97, 431, 366, 833, 1083, 1083, 119, 1114]"
315,315,35,M,수면질 ,간염,"[27659, 25240, 7431, 21223, 29665, 14620, 6096, 2177, 28163, 1945, 26287, 2930, 12372, 30257, 23121, 19701, 3191, 25528, 15437, 14646, 7775, 17720, 25226, 20594, 499, 25877, 6506, 14241, 8939, 14505, 23283, 22316, 24483, 1420, 8660, 1734, 25937, 12359, 16225, 7802, 2962, 22379, 25649, 2274, 12933, 20436, 25822, 10224, 2242, 28190]","[642, 944, 1219, 398, 812, 811, 442, 189, 67, 77, 384, 440, 171, 1167, 337, 427, 1123, 683, 1126, 914, 1213, 497, 980, 863, 138, 505, 57, 699, 749, 1014, 406, 798, 453, 606, 535, 1016, 1146, 265, 785, 338, 1123, 527, 73, 210, 216, 455, 610, 60, 946, 1129]"
316,316,51,M,혈중 중성지방 ,아토피성 피부염,"[25780, 18089, 20260, 24128, 29228, 22868, 18085, 23712, 21150, 21769, 29524, 21378, 25604, 4004, 25004, 22014, 8689, 13982, 8831, 6646, 17450, 20240, 15146, 29064, 4941, 17294, 7596, 15556, 26952, 30542, 11053, 16822, 22970, 22219, 27738, 6317, 20082, 23332, 21140, 5090, 28852, 23778, 26219, 2889, 1264, 19308, 19728, 13921, 3004, 26644]","[1236, 684, 134, 232, 260, 1095, 298, 634, 974, 409, 622, 623, 788, 995, 807, 1096, 69, 944, 413, 661, 1097, 73, 669, 109, 498, 662, 633, 295, 952, 388, 829, 191, 1153, 60, 364, 1077, 689, 710, 895, 1046, 624, 773, 296, 854, 1017, 78, 66, 194, 345, 79]"
317,317,58,F,피부 ,빈혈,"[11700, 29935, 27932, 9135, 18627, 23133, 18021, 29788, 10056, 26717, 27525, 30347, 11363, 3557, 19417, 5679, 4464, 30518, 8367, 27966, 1540, 24869, 25785, 6944, 11630, 15490, 26985, 24222, 9426, 22680, 28754, 28212, 7657, 21542, 17867, 28391, 3213, 30415, 30030, 1672, 8550, 14186, 6624, 8679, 27376, 11442, 15914, 10564, 9905, 21913]","[783, 50, 1141, 776, 731, 400, 640, 988, 319, 199, 772, 122, 706, 595, 892, 416, 1032, 559, 1020, 212, 275, 158, 937, 726, 541, 285, 858, 1056, 541, 649, 105, 153, 928, 569, 642, 608, 316, 403, 14, 28, 810, 914, 837, 103, 560, 334, 402, 372, 420, 931]"
318,318,57,M,요로 ,당뇨병,"[4542, 26807, 8666, 39, 12926, 6547, 20591, 16675, 13849, 9737, 752, 21928, 9626, 27011, 14108, 3724, 5491, 22188, 27597, 25303, 5130, 15898, 3008, 21072, 5466, 21205, 3170, 19350, 28882, 12512, 6145, 26555, 23908, 3254, 11310, 4180, 20287, 22123, 21200, 22162, 6046, 23432, 3964, 27356, 14570, 14288, 17890, 28112, 5789, 4787]","[875, 264, 970, 840, 874, 1117, 982, 1107, 724, 440, 1237, 1048, 625, 794, 296, 911, 352, 336, 1004, 1035, 887, 800, 497, 170, 887, 947, 518, 542, 605, 696, 1183, 778, 1005, 640, 1014, 903, 810, 1090, 986, 351, 432, 1126, 104, 479, 749, 1044, 135, 463, 529, 345]"
319,319,42,F,간 ,고혈압,"[18737, 3201, 30212, 26712, 11894, 9521, 20651, 22269, 8755, 28171, 23354, 5782, 17692, 18474, 13956, 5001, 28344, 13850, 26253, 15406, 10065, 14874, 13655, 16314, 30102, 15730, 15457, 25829, 5638, 11718, 29612, 9873, 593, 7971, 17502, 20728, 11599, 9305, 17910, 15292, 24321, 23335, 25159, 1314, 7108, 18743, 2014, 27958, 14336, 29190]","[933, 842, 618, 602, 237, 1148, 125, 1107, 595, 439, 37, 703, 411, 1095, 1180, 405, 1067, 944, 545, 468, 1179, 1057, 363, 432, 763, 495, 1064, 1007, 252, 590, 286, 904, 1205, 559, 654, 398, 997, 619, 837, 961, 363, 1030, 966, 916, 788, 801, 434, 793, 1087, 1043]"
320,320,49,M,어린이키성장,협심증,"[19764, 14912, 11394, 14812, 25092, 15866, 16730, 27867, 30444, 5802, 25120, 358, 5188, 360, 27045, 10034, 9136, 10431, 8609, 16345, 8289, 29039, 27985, 3966, 1012, 905, 19159, 5700, 2480, 93, 2857, 632, 17519, 14969, 23618, 17132, 24856, 28397, 25262, 28329, 8673, 11263, 17711, 21006, 28857, 11789, 4080, 24801, 26443, 12935]","[176, 574, 705, 484, 413, 361, 667, 994, 225, 130, 827, 59, 1123, 253, 1114, 675, 667, 201, 194, 1222, 875, 893, 1004, 33, 1154, 539, 126, 498, 296, 702, 558, 381, 448, 1016, 520, 608, 475, 759, 905, 637, 518, 174, 1133, 499, 320, 253, 680, 843, 1123, 184]"
321,321,48,M,혈행 ,심근경색증,"[416, 27482, 16049, 8202, 24545, 23850, 15107, 20405, 11726, 26812, 2572, 30566, 23056, 6986, 8954, 24373, 9276, 11845, 29896, 983, 28777, 9168, 11185, 10926, 12418, 29680, 24240, 11283, 27218, 8475, 5445, 24321, 30623, 14169, 28908, 22706, 19886, 27949, 19084, 8843, 17094, 1690, 15412, 10758, 23315, 19027, 6852, 2863, 15052, 7561]","[531, 452, 383, 1233, 558, 525, 751, 708, 908, 89, 265, 588, 48, 1052, 690, 716, 291, 519, 864, 1104, 209, 1225, 124, 1208, 6, 344, 728, 781, 1202, 933, 1059, 1166, 86, 1043, 366, 381, 136, 24, 18, 724, 1049, 101, 1174, 54, 416, 255, 297, 630, 211, 736]"
322,322,33,M,과민피부상태,천식,"[25174, 12498, 267, 13579, 27914, 21139, 9812, 15052, 8730, 3422, 12727, 25605, 18966, 391, 13638, 25911, 8341, 7646, 26610, 2323, 15825, 26245, 12464, 7688, 25894, 16097, 13481, 17937, 27767, 23659, 11107, 22755, 4786, 17793, 26085, 8776, 5838, 16281, 14323, 7924, 28788, 4403, 21119, 11404, 30320, 20663, 13425, 11010, 21913, 23992]","[653, 919, 400, 549, 795, 436, 845, 33, 122, 1138, 171, 490, 228, 1208, 1113, 663, 262, 1144, 537, 11, 57, 667, 1078, 827, 843, 556, 926, 458, 240, 391, 1228, 1031, 1138, 1114, 69, 15, 778, 665, 954, 377, 1131, 821, 37, 1145, 585, 1156, 1187, 479, 208, 154]"
323,323,41,M,칼슘 흡수,심근경색증,"[28391, 18910, 8073, 7862, 9746, 22650, 18994, 11166, 21474, 24742, 19534, 26437, 1906, 3202, 14123, 16166, 22964, 2444, 8550, 9287, 6452, 30317, 24253, 1046, 19506, 10657, 21988, 18670, 5124, 3151, 1809, 27365, 29786, 8036, 9584, 23200, 1193, 25679, 9160, 30381, 1590, 20002, 3322, 9738, 237, 28226, 22103, 265, 4940, 8322]","[146, 1024, 497, 169, 412, 1196, 1173, 320, 270, 920, 58, 318, 502, 599, 874, 156, 879, 811, 488, 316, 188, 794, 1002, 904, 865, 841, 1229, 238, 121, 1006, 176, 1057, 1207, 379, 1002, 180, 7, 468, 925, 79, 197, 225, 433, 1038, 559, 578, 1110, 133, 988, 409]"
324,324,32,M,긴장완화,간염,"[21721, 4527, 29850, 2813, 836, 14342, 8084, 4634, 28276, 15218, 30792, 9417, 24169, 8045, 8545, 455, 19168, 1961, 20985, 19212, 9926, 14863, 28120, 14206, 24687, 7224, 29368, 13965, 7454, 24893, 3570, 11978, 21106, 17484, 7633, 24, 16767, 9969, 11326, 27439, 5902, 24613, 16066, 21017, 21120, 1076, 13220, 25733, 5788, 27787]","[290, 990, 758, 656, 816, 1172, 789, 1064, 563, 851, 297, 1210, 791, 353, 904, 177, 214, 633, 390, 699, 628, 1051, 69, 1218, 834, 585, 54, 341, 144, 849, 662, 105, 904, 341, 789, 845, 155, 944, 432, 57, 273, 952, 360, 354, 783, 1030, 1034, 733, 341, 416]"
325,325,28,M,혈당조절,간염,"[20685, 28971, 7484, 15400, 1897, 14065, 19597, 8223, 7236, 4435, 11985, 3834, 17435, 30355, 20717, 8402, 10857, 19452, 14619, 14134, 17278, 27222, 9775, 22695, 22252, 26112, 25126, 20015, 12989, 7845, 29542, 22836, 14141, 28563, 17936, 15233, 5627, 13735, 23309, 28358, 5715, 12355, 23261, 8544, 3558, 15777, 16032, 26592, 10435, 3779]","[689, 740, 309, 226, 612, 1185, 489, 991, 31, 2, 546, 770, 1046, 15, 161, 62, 28, 28, 915, 1028, 870, 20, 231, 843, 207, 322, 945, 150, 1054, 1067, 623, 561, 966, 173, 536, 50, 859, 1180, 23, 1123, 111, 1015, 440, 503, 386, 1142, 835, 504, 341, 302]"
326,326,19,M,위  ,간염,"[24057, 13554, 27196, 28537, 3811, 23780, 25492, 21325, 17037, 19247, 23590, 16756, 20508, 10858, 21056, 5139, 8690, 7871, 23732, 9856, 12871, 16867, 23189, 4386, 1006, 29185, 20788, 25608, 4696, 11174, 26048, 877, 26836, 24367, 26112, 23897, 1997, 27755, 20689, 30060, 26191, 13844, 548, 22842, 15104, 22644, 30768, 3959, 18533, 8754]","[334, 563, 63, 525, 578, 992, 754, 1205, 613, 856, 295, 1061, 1230, 687, 303, 451, 799, 573, 690, 1040, 496, 841, 1072, 855, 661, 134, 650, 902, 1075, 557, 256, 436, 210, 279, 437, 990, 283, 952, 601, 745, 48, 1202, 98, 570, 546, 254, 1011, 1195, 781, 686]"
327,327,36,M,혈당조절,천식,"[4185, 26571, 27210, 11913, 5713, 18214, 5989, 5852, 23403, 5871, 26632, 15382, 2106, 15043, 30048, 18459, 14621, 5838, 4264, 188, 19680, 11925, 22393, 970, 9402, 9021, 12952, 15149, 17883, 7850, 5957, 14797, 11016, 10499, 24510, 29371, 17402, 23303, 21587, 24847, 8103, 24642, 11009, 28260, 1706, 11613, 10661, 12285, 23594, 28997]","[314, 154, 269, 633, 654, 953, 650, 506, 316, 607, 1237, 35, 217, 168, 214, 882, 82, 228, 625, 19, 425, 100, 136, 1061, 576, 460, 1034, 201, 304, 993, 4, 593, 142, 521, 693, 1104, 346, 709, 647, 360, 118, 1035, 84, 81, 1011, 704, 1052, 340, 852, 534]"
328,328,49,M,전립선 ,고혈압,"[27395, 23243, 21682, 1708, 11333, 26565, 9925, 7921, 28701, 20384, 4101, 21860, 21419, 7139, 25711, 21367, 25875, 11491, 12170, 1963, 6540, 4623, 17617, 185, 18431, 13254, 14395, 11173, 26376, 485, 2876, 7158, 26979, 12298, 12088, 18040, 28545, 2436, 11360, 15476, 18102, 5712, 2020, 22921, 11239, 25106, 17291, 15063, 9334, 2106]","[491, 1168, 99, 381, 703, 743, 650, 1000, 176, 444, 587, 57, 165, 30, 536, 146, 1186, 385, 1069, 135, 361, 1071, 991, 1088, 957, 365, 1124, 133, 1112, 720, 1104, 846, 483, 124, 932, 867, 6, 609, 725, 283, 895, 661, 823, 291, 514, 497, 827, 770, 170, 941]"
329,329,52,M,갱년기 여성,고혈압,"[21875, 687, 15304, 7697, 29350, 2902, 15815, 13171, 27951, 5498, 23849, 13518, 11098, 15974, 1953, 21373, 18549, 18450, 9343, 20536, 6737, 5073, 12359, 28304, 5827, 4572, 9781, 10725, 4595, 3262, 5042, 25971, 30315, 13332, 1766, 23171, 27562, 29741, 26637, 24153, 7994, 8055, 6320, 4075, 28484, 24330, 26837, 28717, 27001, 28309]","[275, 147, 629, 838, 1090, 1057, 830, 680, 714, 237, 415, 485, 987, 621, 535, 1114, 931, 1099, 534, 69, 748, 412, 623, 744, 58, 830, 238, 1154, 1222, 372, 687, 42, 560, 1130, 790, 907, 1130, 639, 1004, 1223, 317, 977, 318, 425, 589, 674, 32, 1221, 14, 995]"
330,330,53,M,운동수행 능력,아토피성 피부염,"[21362, 13664, 29740, 30419, 16612, 21654, 20357, 19382, 2771, 27364, 26658, 12313, 15547, 23997, 13279, 25895, 20219, 18545, 9761, 16235, 3247, 11223, 14832, 18084, 20594, 21553, 24059, 7932, 25220, 9502, 4856, 4651, 1002, 11738, 20347, 29488, 24304, 7887, 12010, 23183, 23903, 25644, 18886, 20921, 9546, 26385, 26606, 8589, 13853, 28097]","[917, 51, 173, 800, 745, 611, 810, 960, 452, 1142, 958, 1238, 901, 577, 935, 786, 1153, 939, 322, 756, 1208, 538, 1067, 635, 677, 1061, 591, 1237, 1143, 603, 145, 444, 198, 71, 342, 68, 1028, 1024, 847, 711, 1240, 697, 160, 1127, 477, 587, 58, 1120, 246, 579]"
331,331,24,M,월경전변화 ,빈혈,"[2264, 7060, 27207, 22672, 2856, 8020, 2432, 313, 22143, 23443, 28696, 8746, 22136, 25280, 2084, 21921, 27545, 3768, 15608, 5640, 23311, 5163, 18467, 8126, 13416, 17528, 19665, 11825, 16322, 7914, 23165, 22597, 21377, 18255, 3836, 12753, 14900, 21017, 1615, 11815, 18410, 17724, 19701, 24494, 8525, 20442, 21626, 19822, 21013, 21316]","[455, 633, 469, 843, 959, 858, 62, 830, 1156, 360, 851, 1058, 1210, 425, 1093, 1182, 441, 1087, 224, 1149, 1137, 755, 723, 313, 11, 1041, 463, 486, 1133, 771, 131, 1007, 688, 543, 637, 314, 505, 217, 54, 498, 1057, 504, 369, 1110, 879, 344, 992, 860, 262, 668]"
332,332,31,F,근력 ,고혈압,"[22537, 19540, 4496, 2699, 23116, 10290, 13363, 3660, 28095, 24710, 29574, 24269, 28311, 21007, 2830, 8319, 23844, 16672, 8045, 26454, 16609, 25644, 28767, 20439, 4884, 30295, 25919, 20029, 7008, 9068, 619, 26104, 21518, 28752, 25223, 27090, 20067, 28046, 30301, 28928, 153, 7261, 24930, 23852, 15474, 15580, 4635, 24413, 22888, 15156]","[953, 1122, 336, 116, 596, 868, 1087, 213, 104, 4, 795, 23, 1044, 153, 889, 779, 1231, 598, 57, 325, 444, 571, 44, 689, 133, 1098, 881, 964, 1224, 945, 1019, 1110, 561, 44, 711, 1085, 44, 1031, 167, 658, 276, 445, 449, 1051, 825, 848, 150, 21, 1058, 344]"
333,333,36,F,콜레스테롤 ,간염,"[2761, 3730, 21856, 23435, 16838, 4870, 30697, 13037, 27147, 16288, 4978, 8916, 299, 5201, 13047, 20460, 7482, 11166, 16086, 2428, 17087, 14777, 25878, 26723, 29117, 829, 18862, 30593, 23001, 17733, 27170, 7692, 3097, 12373, 9277, 30555, 1622, 13064, 22638, 10734, 3079, 5276, 746, 4348, 19719, 23716, 19648, 18467, 3082, 20628]","[95, 145, 663, 442, 620, 1150, 1161, 1034, 333, 314, 566, 593, 289, 1148, 418, 345, 217, 1205, 1183, 100, 521, 862, 1174, 373, 1234, 673, 627, 354, 306, 1236, 579, 628, 911, 129, 1135, 440, 710, 696, 544, 762, 396, 744, 253, 786, 181, 221, 853, 280, 457, 873]"
334,334,18,F,위  ,고혈압,"[22407, 28929, 12502, 28949, 16682, 20852, 5679, 853, 2880, 5436, 24442, 26079, 6540, 1125, 18050, 18670, 8012, 11865, 28507, 7505, 26031, 23352, 19139, 27970, 25857, 27050, 16036, 4396, 19755, 8981, 13048, 9386, 11218, 1167, 28950, 3825, 30634, 25255, 4400, 12987, 16811, 22020, 15338, 11639, 26090, 5714, 29979, 7397, 18763, 8161]","[566, 1188, 994, 1176, 566, 704, 858, 356, 659, 1108, 564, 900, 498, 1235, 158, 106, 1179, 32, 662, 718, 481, 921, 397, 1136, 961, 489, 139, 222, 900, 505, 1203, 142, 1021, 346, 524, 24, 729, 226, 1058, 1040, 448, 50, 75, 1006, 486, 960, 335, 558, 1088, 1216]"
335,335,18,M,기억력 ,빈혈,"[18196, 24220, 11114, 22625, 29274, 15434, 23392, 22109, 21047, 18651, 6950, 6566, 5199, 26003, 18396, 19188, 9777, 12514, 27368, 6999, 9501, 4718, 29374, 12282, 5873, 23309, 13105, 18163, 13502, 1083, 26727, 13401, 3495, 10440, 16764, 23173, 1066, 7957, 18637, 2272, 15978, 16740, 19902, 18663, 213, 1310, 19010, 12982, 28658, 18287]","[187, 1020, 886, 571, 25, 510, 662, 318, 1103, 291, 743, 593, 496, 573, 450, 1072, 977, 441, 310, 538, 1187, 1232, 535, 565, 1106, 129, 13, 442, 297, 777, 117, 887, 86, 874, 623, 419, 547, 109, 215, 1235, 18, 1085, 534, 938, 171, 803, 662, 846, 1222, 939]"
336,336,53,M,인지능력 ,뇌졸중,"[555, 25096, 29375, 22697, 16452, 22922, 12235, 26451, 5848, 27085, 18975, 16411, 7878, 1417, 28361, 28643, 15591, 23608, 13581, 4616, 19732, 8771, 23086, 26053, 16568, 20932, 18435, 15116, 19386, 746, 18337, 16810, 24469, 7770, 3382, 6967, 18304, 16061, 13721, 28156, 16265, 20569, 30219, 15558, 14788, 862, 25724, 2314, 1510, 29044]","[706, 711, 1215, 539, 424, 589, 410, 1235, 746, 75, 346, 71, 908, 997, 272, 850, 607, 863, 736, 756, 888, 607, 900, 44, 150, 191, 1103, 438, 208, 999, 196, 858, 1045, 347, 963, 193, 746, 57, 1230, 1058, 715, 477, 129, 982, 320, 550, 885, 157, 819, 985]"
337,337,29,F,기억력 ,뇌졸중,"[18594, 26836, 8964, 29730, 22601, 6090, 20800, 4095, 6210, 11557, 13250, 23577, 12605, 24046, 11525, 14691, 6067, 29193, 28699, 20564, 11097, 18148, 12763, 6125, 13447, 29275, 3777, 8578, 5856, 556, 6416, 18001, 32, 7541, 4661, 906, 28868, 411, 1957, 18216, 2374, 4533, 3143, 20430, 11342, 30242, 3178, 17586, 25737, 25742]","[1179, 857, 260, 141, 1079, 35, 710, 525, 1111, 576, 553, 734, 26, 517, 782, 130, 985, 722, 19, 486, 188, 228, 84, 1114, 1015, 230, 387, 196, 1110, 325, 292, 279, 868, 1127, 62, 285, 1092, 266, 534, 8, 809, 251, 547, 1079, 907, 721, 1207, 177, 632, 1224]"
338,338,44,F,기억력 ,심근경색증,"[9742, 15047, 24577, 29783, 4454, 10289, 29286, 18710, 3104, 9805, 18727, 14325, 5481, 15301, 19486, 11930, 9803, 14258, 24124, 251, 9851, 3752, 21548, 752, 21164, 1187, 30095, 2575, 10596, 23027, 28862, 24899, 23674, 26838, 21778, 30508, 6562, 13125, 9893, 6929, 29809, 13475, 9314, 12232, 29899, 3870, 15043, 21884, 17472, 19577]","[806, 571, 1007, 751, 255, 1073, 878, 272, 662, 701, 788, 706, 421, 1053, 114, 724, 840, 405, 68, 62, 910, 873, 842, 7, 20, 1023, 390, 1064, 557, 1169, 589, 1206, 725, 925, 870, 1029, 1118, 1154, 1057, 84, 479, 224, 776, 891, 197, 913, 531, 970, 459, 29]"
339,339,29,M,질  ,심근경색증,"[19171, 2847, 16084, 8469, 8057, 9129, 28570, 9113, 18828, 11959, 22995, 24987, 6621, 15852, 27296, 29373, 11463, 992, 4527, 8923, 25357, 5303, 8438, 30477, 4516, 4116, 16783, 28413, 29117, 8582, 10300, 14307, 16771, 11130, 12811, 13467, 18809, 8484, 1414, 1096, 653, 11875, 29239, 2443, 12616, 23751, 17814, 22284, 20849, 24369]","[1170, 499, 740, 1122, 229, 765, 891, 243, 418, 574, 697, 64, 433, 1170, 1053, 1026, 646, 98, 961, 89, 1135, 292, 921, 101, 282, 245, 134, 691, 281, 1213, 1010, 750, 925, 1172, 590, 54, 886, 844, 445, 225, 358, 1227, 545, 4, 332, 193, 799, 37, 596, 1228]"
340,340,52,F,피부 ,협심증,"[25727, 5953, 5122, 22220, 29892, 16938, 13960, 27086, 7955, 4922, 19326, 9790, 26872, 20506, 26467, 7953, 24623, 20525, 23971, 3886, 23042, 2768, 21556, 30512, 1913, 27081, 12134, 9214, 8272, 17842, 4028, 2389, 7017, 22337, 2583, 20196, 10234, 6422, 23759, 19953, 2965, 11750, 28067, 22132, 5254, 3050, 11751, 23765, 11265, 7552]","[552, 468, 119, 289, 682, 133, 46, 867, 920, 343, 58, 1179, 1110, 541, 1214, 1195, 767, 108, 1185, 1022, 590, 936, 1161, 197, 358, 1070, 675, 252, 1064, 630, 297, 1172, 117, 607, 219, 987, 57, 1181, 118, 307, 1172, 429, 817, 1190, 210, 1035, 21, 1136, 568, 617]"
341,341,52,F,혈당조절,고혈압,"[13812, 20047, 1369, 4484, 9958, 10681, 28108, 20539, 7602, 22537, 7543, 15329, 7357, 8940, 12406, 10592, 20519, 10206, 29148, 20907, 4629, 6372, 9718, 9922, 7323, 27413, 14610, 30748, 2045, 10186, 22700, 14989, 3515, 4361, 19792, 11587, 5748, 14678, 2478, 4454, 2968, 28463, 27184, 22912, 23095, 9483, 25092, 903, 16350, 30743]","[781, 158, 417, 684, 788, 601, 731, 17, 629, 204, 911, 1139, 1147, 185, 181, 857, 1041, 441, 219, 294, 864, 276, 390, 1104, 659, 380, 470, 581, 114, 600, 801, 516, 270, 446, 966, 512, 582, 549, 505, 262, 1068, 1050, 120, 242, 1095, 904, 1211, 1100, 7, 993]"
342,342,25,F,전립선 ,협심증,"[16051, 29763, 13170, 29033, 25172, 20273, 13789, 21531, 9349, 3592, 25986, 2748, 19581, 25276, 30465, 1447, 12506, 11224, 6590, 17911, 16558, 5779, 30690, 5818, 29168, 11251, 26838, 22136, 12477, 10036, 30522, 20613, 15044, 17346, 26204, 16780, 24027, 7837, 23727, 15634, 19997, 13647, 7302, 30578, 9197, 12081, 16007, 25987, 1, 22546]","[1186, 312, 1191, 18, 114, 494, 887, 526, 512, 330, 345, 1093, 342, 240, 932, 67, 935, 237, 385, 675, 60, 527, 293, 301, 135, 876, 574, 946, 462, 767, 590, 1181, 123, 406, 94, 705, 494, 554, 270, 721, 18, 1, 978, 720, 932, 611, 232, 960, 166, 226]"
343,343,47,F,배뇨기능 ,협심증,"[2636, 10147, 7087, 3270, 22921, 415, 21586, 5729, 21214, 17929, 4510, 3695, 6515, 15374, 22289, 27423, 21096, 17487, 7445, 17696, 17043, 30016, 29631, 9913, 21511, 12452, 11306, 6898, 14836, 2417, 13076, 28199, 21333, 17460, 375, 2292, 25180, 27859, 21190, 9989, 28141, 5449, 4495, 14929, 24526, 29424, 21593, 20013, 1220, 2587]","[835, 27, 1085, 1241, 465, 584, 84, 5, 174, 700, 878, 322, 52, 863, 399, 378, 338, 466, 842, 623, 1122, 878, 633, 119, 343, 266, 558, 716, 7, 798, 506, 320, 53, 907, 1070, 357, 741, 681, 1113, 175, 83, 1096, 440, 360, 661, 801, 173, 453, 321, 974]"
344,344,45,F,어린이키성장,뇌졸중,"[12089, 10766, 2150, 5614, 13168, 17288, 27836, 2779, 19089, 21082, 15462, 2725, 18880, 4186, 15378, 18088, 2939, 15320, 4745, 25088, 14904, 5085, 19716, 21531, 23234, 2760, 30753, 14918, 8070, 6914, 19005, 8302, 13216, 15641, 349, 15600, 20976, 29448, 24334, 4308, 14384, 4369, 2131, 8250, 5967, 1352, 12707, 22452, 14335, 3033]","[1219, 194, 1221, 765, 450, 858, 181, 829, 739, 1067, 562, 496, 1178, 890, 566, 185, 414, 874, 1068, 1185, 597, 192, 646, 1022, 1145, 835, 2, 333, 918, 1117, 243, 515, 886, 1137, 56, 5, 772, 301, 922, 253, 285, 1095, 623, 699, 173, 229, 253, 366, 960, 1170]"
345,345,21,F,간 ,빈혈,"[620, 29921, 29263, 29630, 26208, 2469, 30187, 903, 7456, 22681, 24745, 20021, 27002, 17617, 22763, 19162, 27655, 19671, 26288, 27630, 13491, 22513, 18588, 598, 23867, 18864, 28411, 28695, 18951, 16377, 26096, 9292, 5918, 29282, 10714, 16528, 21197, 20888, 28954, 9454, 4628, 22764, 6987, 9406, 2952, 30608, 16488, 21492, 1846, 26776]","[236, 986, 939, 803, 1203, 956, 671, 384, 479, 406, 516, 932, 129, 888, 384, 258, 1131, 1068, 708, 636, 822, 1167, 794, 230, 730, 485, 905, 188, 410, 607, 730, 167, 651, 950, 349, 782, 1131, 213, 764, 565, 260, 1135, 978, 434, 143, 73, 589, 700, 242, 831]"
346,346,45,F,혈압조절,간염,"[150, 21158, 16820, 26717, 8928, 3555, 9196, 14897, 2971, 28663, 22157, 2995, 2662, 19307, 1404, 11650, 3823, 10894, 10974, 26084, 21610, 27355, 22586, 22617, 26765, 10789, 22538, 12361, 13781, 9121, 28475, 24965, 21592, 17270, 14841, 21920, 26693, 15240, 19631, 6552, 23307, 24347, 24699, 28710, 16888, 76, 145, 14556, 22920, 12636]","[555, 1079, 931, 311, 870, 1076, 1119, 405, 313, 39, 268, 69, 76, 691, 728, 407, 228, 341, 762, 323, 881, 1239, 13, 1009, 1036, 1003, 622, 957, 444, 132, 47, 1137, 888, 746, 12, 652, 685, 1107, 611, 574, 908, 889, 962, 923, 1094, 1034, 634, 226, 838, 1132]"
347,347,43,M,눈 ,빈혈,"[18940, 1789, 24481, 27132, 8627, 13350, 24009, 2266, 18540, 23619, 30789, 26127, 1136, 3488, 17416, 24722, 23812, 9963, 23643, 2114, 29848, 3731, 23485, 3495, 7612, 16055, 3603, 20494, 13552, 24441, 6544, 22582, 14007, 2163, 15930, 25608, 4667, 13433, 20704, 20663, 22694, 1632, 22242, 12415, 30336, 26012, 24089, 1419, 10133, 20083]","[889, 859, 310, 674, 952, 1229, 1163, 119, 46, 1103, 492, 678, 504, 344, 802, 54, 848, 833, 421, 1087, 950, 1096, 1164, 1079, 1119, 225, 346, 405, 539, 866, 404, 98, 600, 383, 895, 300, 1197, 977, 295, 840, 927, 844, 401, 559, 1125, 529, 1100, 295, 1052, 1130]"
